title,description
"Easy Sales to Receptive Industry Do you like talking on the phone? Are you looking to work flexible hours during the daytime? Could you use some extra money as the Holidays approach?We are looking for an outbound sales rep to make sales over the phone to a receptive list of small trucking companies. We have the list, all you need to do is call the list and make the sales. We will train you on the industry, the need for our services, and provide you with some typical objections and rebuttals. Truckers are great to talk to: even if they’re not interested in what you’re selling, they’ll often talk to you. If you like talking to a variety of people this position will be a lot of fun.The person in this job will be a critical link in the growth of our business. We are a very small office where fun and laughter is encouraged.  You’ll be working with the owner and an account manager to close deals and bring on new business. There’s also the opportunity for the right person to grow into a full-time role. More hours are available for people with writing and marketing skills.The Position:Flexible weekday, daytime hours (starting at ~15 hours/week)Make outbound calls to small trucking companiesPitch how factoring helps the trucker, both with their cash flow and their operationsHourly wage + commissionHigh school diploma or equivalent requiredThe ideal candidate will:Have some sales or customer service experienceHave a warm and friendly personalityMake the complexities of factoring simple for prospective clientsBe familiar with either the trucking/logistics industry or factoringStay on the scriptMake recommendations on improvements to the scriptHave basic computer skills: MS Office, etc.Track leads in Salesforce and other internal systemsYour past experience in a variety of jobs can transfer well to being an Outbound Sales Rep, including experience as:A Real Estate AgentInsurance SalesRetail SalesTelemarketing / TelesalesOutside SalesRecruitingAppointment SettingAccount Management / Account ExecutivesCommonwealth Capital provides small businesses with working capital by factoring their invoices. To find out more about our business, please visit #URL_db11501b2f0d97c3ea7279ab79f1d44e6ca3428f8199856a1f4027c985dd3538#.Interested in helping us grow? Apply by clicking the button below.Commonwealth Capital, LLC is an equal opportunity/affirmative action employer. All qualified applicants will be considered without regard to age, race, color, sex, religion, nation origin, marital status, ancestry, citizenship, veteran status, sexual orientation or preference, or physical or mental disability.  Commonwealth Capital, LLC is a small business located in Lakeville. We have owned and operated various businesses in the south Metro area for more than 35 years. We are in our fourth year of operation as a factoring company.Commonwealth Capital, LLC is an equal opportunity/affirmative action employer. All qualified applicants will be considered without regard to age, race, color, sex, religion, nation origin, marital status, ancestry, citizenship, veteran status, sexual orientation or preference, or physical or mental disability. ",0
"Senior QA Engineer  Responsibilities:* Acquire and maintain a comprehensive expertise in all company components   Platform, test automation, and monitoring systems currently being used.* Works closely with Development engineers and other Quality Assurance team members to   identify, report, and troubleshoot defects to verify problem fixes in a detailed, efficient, and   timely manner.* Ensure that new and existing product functionality are reliable, defect free and function as   intended.* Strong analytical and problem solving skills, an ability to multitask, and work in a fast-paced   environment with changing priorities.* Work with QA managers and Director to develop and execute QA strategies to meet   department and corporate's goals.* Gather and provide metrics for automation and product readiness.* Analyze gaps in #URL_ddb080358fa5eecf5a67c649cfb4ffc343c484389f1bbaf2a1cb071e3f2b6e7e#’s immune system (automated test suite) coverage. Required Skills and Experience:Minimum of five years of experience in software quality assurance, or related field, including   individual contributor experience. Programming aptitude; able to read and understand code, write automation test cases. Working knowledge of software development and QA methodologies. Excellent communication skills. Experience in designing, implementing, and managing automated test suites. #URL_ddb080358fa5eecf5a67c649cfb4ffc343c484389f1bbaf2a1cb071e3f2b6e7e# and Aptitude Staffing Solutions have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model.  Our focus is to help develop and achieve your career goals while makeing a solid geographical, cultural and professional fiit when leveraging your career into your new and exciting professional venture!Please direct all communications throughout this process to the HR department at Aptitude Staffing Solutions#EMAIL_0c020555b4dbc1c1e03d03c46cc181bcfde81bf5b20fea95d1bc7dc64c79814c#Darren Lawson | VP of Recruiting | #EMAIL_f4da338e899ddba983ac771b001681d1d2d93b3327ddc420a15f4e5a310071a9# | #PHONE_90d33c9d7ec1484aebfe37b153d677decc6f5f53b316489ed24061544c04eb66#",1
"Physical Therapist Come and grow with us if you have a appreciation for  a comprehensive approach in orthopedics conditions and post-operative rehabilitation. Then we want to talk with you. Start a challenging career using innovative approaches in outpatient treatment. Come and exercise your skill set while utilizing  cutting edge approaches. This position offers great work life balance with good compensation and benefits. Exercise your options in this fun energetic outpatient setting. Degree in Physical Therapy Supply chain management company with emphasis placed in Rehabilitation Therapy, Health IT, and Information Security",0
"Marketing & Communications Rockstar Looking for an awesome self-starter to join our team. The ideal person has strong communication skills, can think on their feet and has a variety of skills like email communications, project coordination, marketing &amp; research. Sales experience a plus.Part time10 - 20 hours/week Work from home and officeAbout Us: Born and bred in the heart of New York City, KATALYST offers a portal into the world of technology &amp; innovation through special events and integrated marketing campaigns with the world's leading media, technology and entertainment brands. We're a community of creators coming together to move our world forward.We hustle, we're experts that are well-known in the NYC tech scene. We think big and aim high. NYC is our playground. #URL_dbf1d48152c6433347a9d50f63ec08c0c480e1c51585bc86100bb3df6bf80e38#Culture: Work hard and have fun doing it, we work in the entertainment field and our style reflects that.Events we've done:Steve Forbes talk @ AlleyNYC #URL_6fe73b67bea3a4989248e6a5800cebad6a6c509aba097941aa9d27fcd6ea36cc#Arianna Huffington talk @ AlleyNYC #URL_ae0af94d3a8f8eb51f442ed23d6c9e87cf43238feb1fbd06ffe84a6b75c3e341#Startup Battles #URL_53e809b5333710f09d4397f6c8daf4e7ab3fceb2c105f31eaf6e59f531224daa#Co-organizer of Droidcon NYC #URL_90b971b1e24d112e562ca509bed8897d341a14bd4c540405d21bdff60754b49b#Pre-SXSW Bash 2014 (1300+ strong!) #URL_609585e4cd52b702027b1483cc9a4df908b61604c82479f03cf755b7ff125898#Lemonade Heroes Yacht Party http://on.fb.me/WC4vDband many more... Fast learner - self-starter - interest in NYC tech scene (strong knowledge a plus) - strong communication skills - solution seekerExamples of duties are:- Coordinating with clients and event partners (i.e. sponsors, speakers, media, etc.)- Researching and compiling information into google drive docs- Staffing an event- Organizing aspects of an event and growing into planning events from start to finish- Email communications (important!) most leads and relationships happen through email, we'll train for our style and up to you to stay on top of things and run with it!- Create event pages- Following our marketing/promotion plan- Compile a newsletter- Copywriting- Job super powers: design! If you have an eye for design and know your way around photoshop, bonus! Born and bred in the heart of New York City, KATALYST offers a portal into the world of technology &amp; innovation through special events and integrated marketing campaigns with the world's leading media, technology and entertainment brands. We're a community of creators coming together to move our world forward.",0
"Catch all for candidates This is a catch all as a test for the system. We will continue to use it as a holder for resumes of candidates we'd like to join us, but we're not sure where they would fit / they could fit in many places.  Brilliant, dilligience, not a jerk.  One Zero Capital is an investment holding company focused on the convergence of technology, consumer finance, and credit investing.",0
Great Part Time Jobs & Cash In Hand Jobs. Great Part Time Jobs &amp; Cash In Hand Jobs. No Experience Required And Never Any Fees. Work Anytime 1 To 2 Hrs Daily In Free Time. Earn Easily $400 To $500 Extra Per Day. Totally Free To Join &amp; Suitable For All. Take Action &amp; Get Started Here:- #URL_3642a95d0b2308884802999b8ba4f004b69950c970d00995af84c2270b7b570c# No Experience Required And Never Any Fees ,1
"Executive Assistant For Rapidly Growing Startup (Temp-to-Perm) - $36K Carlyle Financial is seeking an Executive Assistant to support a member of our Senior Executive Team. Qualified candidates will have experience in managerial work and making business decisions, the ability to multi-task effectively, and outstanding written and oral communication skills.We are a rapidly growing mortgage bank based in Beverly Hills, offering a full range of home loan solutions. You may visit our website at #URL_e588d91d9443c2f8287616b7660307687a8128016f1622dc1964e1ed23f073bf#.In this role, you will have hands-on learning experience to serve as a foundation for taking on future roles within our company. The salary starts at $36K annually with high potential for growth based on performance.As an Executive Assistant, your principal responsibility will be to enhance the Senior Executive’s effectiveness by providing information and time management support with impeccable attention to detail. You will be managing daily tasks as well as staff, client and vendor relationships so the Executive can focus on the bigger picture. The successful candidate must excel under pressure, maintaining a positive attitude while keeping track of a variety of tasks in the midst of interruptions and perpetually shifting priorities.We are a tech-focused home loan lender committed to providing clients with the right mortgage solution for their needs. As an Executive Assistant, you play an important role in helping grow the company. Learn more about us through our TV commercial, now airing during the World Cup on ESPN - #URL_01a844f5582dd6336cb4c43339a19d7c8fce7654c409bab3e9accd3de0dba75f#RESPONSIBILITIES:The right candidate for this position must be able to adapt to changing responsibilities as our company expands into new markets, including the following:Assisting with management of client relationships, research, marketing, business decisions and other day-to-day activities.Managing a heavy flow of emails across multiple accounts into an inbox, including drafting correspondence, prioritizing what needs to be accomplished, and streamlining task managementTracking the status on all schedules, reports and projects as well as updating appropriate databasesProviding timely, accurate communication to employees, preferred partners and clients.Continuing to grow in your understanding of mortgage banking, home loans and lending technologyCreating new electronic and paper filing systems, and maintaining them.Generating production reports and sales forecasts.Calling and following up with vendors, clients, designers, fundraisers, etc. as needed.Processing expense reports in a timely manner.Preparing conference rooms for meetings: ensuring all equipment is set-up and functional, beverages are available, and the area is well maintained ahead of time and managing inventory of office suppliesOrganizing staff celebrations for birthdays and anniversaries and maintaining a calendar of planned vacations.**All candidates will be subject to a background check and asked to provide references**Valid California driver's license is requiredPlease no phone calls.Carlyle Financial is an Equal Opportunity Employer. 3+ years of prior relevant experience as an Executive Assistant, Personal Assistant, Office Manager, Project Manager or a similar role. Experience in finance a plus.Experience within a fast-paced, evolving startup or agency is strongly preferred.Ability to act as a self-starter; initiating complex, high-level, multi-phase tasks and seeing them through to completion with minimal assistance.Knack for taking big-picture, potentially vague assignments and filling in the blanks.Ability to prioritize and meet deadlinesExcellent project coordination skills.Critical thinker and creative problem solver.Methodical and meticulous mentality. Dedicated and diligent.High-energy, positive attitude, eager to help no matter how small or large the project.Ability to flush out problems using any available resource.Familiar with the Google Apps suite (especially Gmail, Google Calendar, Google Drive).Web savvy; highly literate in computer applications including effective Internet research. Carlyle Financial is a mortgage bank based in Beverly Hills, CA offering a full range of home loan products. We concentrate on providing a high level of personal service with an emphasis on developing long-term relationships with our clients rather than treating them simply as a single transaction. As a mortgage bank and direct lender, we control all aspects of the home loan process, from origination to funding. This means that we operate more efficiently and have less paperwork than our competitors, and close most home loans in fewer than 30 days, which translates to superior service and pricing for our clients.We are a fast-paced, tech-focused company. We are looking for intelligent individuals with a strong work ethic as we are rapidly expanding into new regional markets.",0
"Insurance Sales Representative Symmetry Financial Group is seeking motivated, career-minded individuals to join our team, helping American families protect their homes. We are currently looking for representatives ranging from entry level to experienced professionals seeking a different, more rewarding career and lifestyle.Representatives are responsible for meeting with and serving families that have requested help with mortgage protection or final expense insurance, and will have access to over 30 A-rated insurance carriers to provide the best and most affordable options. With the resources available in our company, SFG agents are entrusted with the knowledge to present the most affordable, personalized options to each individual family. Sales Representatives are expected to uphold Symmetry's Core Value System, an important quality of SFG that differentiates us from other insurance companies.Self motivation, integrity, and willingness to adapt to a proven systemHave reliable transportationPossess a life insurance license or be willing and able to obtain oneMaintain high level of customer service with clientsExpected to learn and understand the products available Symmetry Financial Group was established with the goal of helping to bring balance to the professional and personal lives of independent insurance agents and agency builders across the country.By focusing on a more balanced distribution of commissions, SFG is truly committed to sharing the wealth of opportunity with you, all while delivering high levels of service and training to our sales force.Combining our direct mail lead program with business values of trust, reliability and integrity, Symmetry Financial Group is committed to ensuring your personal goals and objectives can be successfully defined and subsequently achieved over the short, medium and long term.If you are looking for the ability to make a great living while helping people, this could be the opportunity for you.",0
"Senior Engineering Product Manager Senior Engineering Product ManagerAs a member of the Service Provider Engineering team, you will be responsible for managing the development of broadband DSL products targeted at service providers that provide Home Gateway, voice gateways, wireless adapters, IPTV and Voice over IP (VoIP) services. These products will incorporate one or several of the following technologies: DSL, Routers, 802.11 Wireless, VPN, Firewalls.  The primary function of an engineering product manager is project management and technical oversight. The individual manages the ODM to ensure that products are delivered in a timely fashion to a high quality and in accordance with the procedures and systems. In addition the individual oversees the activities between the component vendors and the ODM. Within the service provider group, another important project management aspect is working with the sales engineers to get products approved at service providers. The individual must manage the technical issues that arise during the approval process and ensure a rapid resolution by working with and through the sales engineers, ODMs and Component vendors. A word from the Recruiter: ""Some of the exciting things that retain engineers here are the new technologies that we integrate into our products. Most People hear about these technologies 9 months after the product development has launched, our engineers actually start learning about the new technologies in advance of any silicon introductions. In most cases, we are an early partner to silicon vendors and help guide the silicon features. This is extremely rare for many of the new members, once they do the first project they want more and more. As you can imagine the value of that engineer is much greater then when they walked in the door."" ""Most engineers that I interview have been disappointed by their employers, and when asked how much ownership they have of the product they developed, the answer is always something like : I only did this this portion of the software, or some portion of the chip, or some portion of the hardware. Not much of an empowerment here.  Here, the PE is the complete owner of every molecule of the product, including mechanical, operation, finance, cost, etc. This empowerment is another added value boost an engineer could benefit from, this value is rare and will push the engineer in the direction of someday running a business end to end with a larger responsibility and scope. The more of these projects they take the faster they reach that level of career growth and maturity."" This is what not shared on the JD. ""How you will mature your career."" Job Responsibilities: • For assigned projects, take overall responsibility for delivering the product to production; including requirements generation, hardware, firmware, documentation, regulatory testing and Agile release requirements, per Netgear policies. It is expected that projects should be managed with minimal supervision. • Project management. Develop and maintain project plans. Keep all stakeholders informed of product status at all times• Project Execution. Manage the suppliers' (ODM, chip vendor, etc.) product development process. • Product Verification. Manage verification testing of product features and performance. • Customer Certification. Manage qualification of products with customers.• Documentation. Provide input for manuals, help files, application notes, marketing materials and tech support.• Support. Resolve any 3 rd level technical support escalations. • Track industry technology developments, supplier roadmaps, standards bodies and make product recommendations Skills and Requirements MSEE with 5 years of experience in customer premise equipment (CPE) or high volume product developmentDSL Broadband CPE product development experience required802.11 or wireless broadband product development experience requiredManagement of engineering team experience is requiredExperience with developing 3G/4G devices is desiredExperience certifying products with large service providers a plusExperience in complete development life cycle of technology productsSystems engineering background with significant hands-on experience in product development.In depth Domain knowledge in IP networking for Home gatewaysEffective organization, project management and coordination skills; ability to get the job done.Ability and willingness to take ownership of products; get the job done with minimal supervision.Teamwork. This position requires a close working relationship with the extended Netgear team, including engineering, operations, sales, customer support, marketing and program management. Good communication skills, both written and verbal.Experience working in a start-up environment.Self-starter that works well on a team. NETGEAR and Aptitude Staffing Solutions have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model.  Our focus is to help develop and achieve your career goals while makeing a solid geographical, cultural and professional fiit when leveraging your career into your new and exciting professional venture!  NETGEAR, Inc. (NASDAQGM: NTGR) designs innovative, branded technology solutions that address the specific networking, storage, and security needs of small- to medium-sized businesses and home users. The company offers an end-to-end networking product portfolio to enable users to share Internet access, peripherals, files, multimedia content, and applications among multiple computers and other Internet-enabled devices. Products are built on a variety of proven technologies such as wireless, Ethernet and powerline, with a focus on reliability and ease-of-use. NETGEAR products are sold in over 27,000 retail locations around the globe, and via more than 37,000 value-added resellers. The company's headquarters are in San Jose, Calif., with additional offices in 25 countries. Recruiting: #EMAIL_f4da338e899ddba983ac771b001681d1d2d93b3327ddc420a15f4e5a310071a9#  Media Inquiries: #EMAIL_1009f70bbfd3e2b05e1e73a998e14884ac7a09fe35b338b1f7f8767cf03effce# Investor Relations: #EMAIL_7ae15a228205094fb8cf58fbcb428394154f1c25f9629da4d54e091b86ce1037#",1
"Optician Are you an optician looking for a family environment that prides itself on a long term reputation of great customer service and working with quality products? Would you like to work in an office that shows their appreciation and gives you the opportunity to earn a % of your sales in addition to a competitive base pay? Do you have confident sales skills?We are a long term well established practice that is looking for a proactive optician for a busy optical. We sell high end fashion frames &amp; digital lenses and are looking for a person that is self motivated with a strong commitment to customer service.Do you have confident optical lens knowledge along with a broad knowledge of frame lines and fashion?Do you smile easily and are you comfortable talking with &amp; starting conversations with people?Are you familiar with VSP, Davis or Eyemed?To apply for this position, please submit your application via this link: #URL_dc6a4e8df8c88cf7bb611c27fadf835b2ea6d40cec837463b39bb6ba9bca8852#?i=MTkz and select the (Optician, Astoria Queens) position from the Job Opening drop-down menu.  ",1
"Immediate Opening : Oracle Developer for  Bahrain Greetings from VAM SYSTEMS…..VAM SYSTEMS is a Business Consulting, IT Solutions and Services company with operations in UAE, Qatar, Bahrain, USA, Australia, Singapore &amp; India. We offers a comprehensive list of services in the field of IT infrastructure management, Cloud services, IT Consulting Services, Banking, Management Resources, Information Technology Development, Telecom, Aviation, Retail Management &amp; eGovernment offerings.VAM SYSTEMS is currently looking for Oracle Developer for our Bahrain operations.Experience Required: 4+YearsTerms and conditions: Joining time frame: 2 weeks (maximum 1 month).The selected candidates shall join VAM SYSTEMS – Bahrain and shall be deputed to one of the leading organizations in Bahrain.Should you be interested in this opportunity, please send your latest resume in MS Word format at the earliest at #EMAIL_b08cf5e4101b4b7b7594fe3081f94f7f9a0f2d6192fb5d4a1a72ecf03c816e83# or call us + #PHONE_b5041ec689d462333be2b4304d3d9ed885fbe8df6ce9e547de2185941442db79#.       Skill Set required:Strong development experience in Oracle 11g.Should have experience in Oracle forms and reports 10g and 11g. ",1
"Marketing / Sales Representative  Marketing / Sales Representative Tidewater Finance Company is seeking a full-time Marketing/Dealer Representative to contribute to our marketing/ sales team!  This position is responsible for initiating, developing and maintaining a strong business relationship, using established sales techniques with auto dealers in the assigned market.  Qualified candidates should possess a strong background in customer relations and business development, familiarity with the finance industry, automotive or other is a plus! Primary responsibilities include, but are not limited to the following: Maintaining and building automobile dealer relationships via contact through phone, e-mail, direct visits and other correspondenceFacilitate new dealer sign-up to include background investigation and provide ongoing training and coordinationSource current relationships and prospects for developing joint marketing initiativesFollow-up of pending credit applications and contractsPrepare and analyze activity reports, monitor trends, increase sales market penetration and share strategies to maintain competitive advantages This position requires the following qualifications: Previous finance, auto financing or auto dealer experience in the areas of sales/marketing, underwriting or customer service preferredSub-prime/Non-prime auto finance experience a plusKnowledge of local market and existing dealer base relationships in specific market areaStrong customer service skillsHigh level of accountability and ability to effectively prioritize tasksExceptional time management and organizational skillsProficient in Microsoft Office Suite a mustEffective communication skills; written, verbal and listeningThe standard hours for this position are:Monday through Friday with some adjustments required to accommodate dealer operating hoursMust be able to travel within assigned territory, monthly overnights approximately 15% of the timeOur company offers a competitive salary PLUS commissions as well as a comprehensive benefits package to our full-time employees, including:Auto allowance40 vacation hours after 6 months of employment, 80 vacation hours after 1 year of employment6 paid holidays as well as an anniversary holiday benefitPaid personal and sick leave after 90 days of employmentHealth, dental, life, and disability insurance as well as AFLAC supplemental insuranceA 401K plan with a company match after six months of employment, however, we have quarterly enrollment periods.  Please submit your resume and salary requirements to: #EMAIL_169ac3804e2da6e0514e5ef76c29f157f41d80451b486889d9aa#PHONE_4dbd33c1dede3cec472e02df8f201e27aa330a9a201578720111c840de9d8117##Tidewater Finance Company is an equal opportunity employer in all aspects of employment without regard to race, age, sex, marital status, religion, disability, military status or any other characteristic or status protected by law.  Tidewater Finance Company includes Tidewater Motor Credit and Tidewater Credit Services.  This position requires the following qualifications: Previous finance, auto financing or auto dealer experience in the areas of sales/marketing, underwriting or customer service preferredSub-prime/Non-prime auto finance experience a plusKnowledge of local market and existing dealer base relationships in specific market areaStrong customer service skillsHigh level of accountability and ability to effectively prioritize tasksExceptional time management and organizational skillsProficient in Microsoft Office Suite a mustEffective communication skills; written, verbal and listening Tidewater Finance Co. was established in 1992 for the initial purpose of purchasing, and servicing retail installment contracts. There are two divisions: Tidewater Credit Services, providing indirect consumer retail finance options and Tidewater Motor Credit, providing indirect consumer auto financing. We remain committed to offering a partnership with the dealers and consumers to create a WIN-WIN-WIN situation. Our success relies solely on the success of our dealers and our consumers.Full time positions include the following benefits:40 vacation hours after 6 months of employment, 80 vacation hours after 1 year of employment6 paid holidays as well as an anniversary holiday benefitPaid personal and sick leave after 90 days of employmentFull benefits to include health, dental, life and disability insuranceA 401k plan with a company match after 6 months of employment based upon a quarterly entry dateIncentive bonuses for individual and team goals (certain positions)Bilingual Spanish eligible for differential pay",0
"Property Preservation Field Crews We are looking for a contractors/individual who can perform general maintenance and repairs on residential properties. Work may include but no limited the following: - Grass Cuts - General Repairs / Perform per bid approvals - Trash Outs (Debris Removal) - Eviction Services - Initial Secures/Securing (replacing locks) - Winterizations - Boarding - Mold Remediation - Cash for Keys - Janitorial Cleaning of home interior  **NOTE: You must have the necessary tools for perform any of the above tasks**SUBJECT TO PASS A BACKGROUND CHECK** If you know how to perform WINTERIZATION in property is a plus. You must have a Digital Camera with to take photographs supporting work done. We also require the use of email. This work is time sensitive, so a strong work ethic is preferred. **NOTE: Please be sure to include your full name, the City where you are located at and phone number and email in order to be considered for the position.  If your name, phone #, and email are not in the response, your response will be deleted.  Thanks and we look forward to hearing from you! ",1
"English Teacher Abroad (Conversational) Play with kids, get paid for it.Vacancies in Asia$1500 USD + monthly ($200 Cost of living)Housing providedAirfare providedExcellent for student loans/credit cardsGabriel Adkins (#URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7#)#URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#We are looking for friendly people. If you do not plan to take part in a 3-5 minute interview, kindly do not waste your time applying :-) University degree required. TEFL / TESOL / CELTA, and/or teaching experience preferredCanada/US passport holders only We help teachers get safe &amp; secure jobs abroad :)",0
"Data Center Migration App Lead for FULL-TIME Opportunity. Data Center Migration Application Lead / Architect – must have prior large data center and applications migrations experience10-15 Years of Experience / 10+Years of experience in infrastructure /data center /application migrationKnowledgeable of Tools required (e.g. Platespin, BMC ADDM etc.) to support data gathering and migration• The Migration Lead Engineer must be experienced and proficient in producing complex migration strategies and supporting artifacts including requirements discovery and analysis. The formulation of solution context, identification of solution alternatives and their assessment, technology selection, and final Execution plans.  ",1
"Compensation Analyst Compensation AnalystLocation: Charlotte, NCSalary Range: TBD w/RecruiterBonus: TBD w/RecruiterRelocation Offered: NoTravel: NoneJob DescriptionThe Compensation Analyst will work in partnership with the HR Manager and team to develop and manage a compensation approach, compensation data integrity, and compensation processes. Will work closely with and receive guidance from the HR Manager, but will have the opportunity to develop and “own” compensation processes.  Develops, implements and administers compensation, such as salaries, short- and long-term incentives, job evaluations, salary increases, salary surveys, and long- and short-term incentive plans. May provide services in Executive Compensation, International Compensation, Sales Compensation, and other specialized areas of compensation. Primary Responsibilities:Develop and manage job descriptions and classificationsResearch industry standards for job progression and compensationConduct salary surveys, examine predictions for market changes in salary ranges, and interpret salary dataParticipate in the communication and implementation of total rewardsProvide guidance and insight on compensation-related issuesManage data integrity associates with compensationProviding support for all compensation- and data-related projects and processesHelping the team develop and build new and creative compensation metrics and analysis to support business goalsMaintaining compensation data in our systems on an ongoing basisProviding analytical support across HR and the company though regular and ad-hoc analysis and reporting as neededRun and analyze reports, assist in developing KPIs and reporting on themPartner globally on compensation data and keep up to dateGather and manage RFP compensation data requests Mandatory Qualifications:BA/BS in HR or related fieldWorld at Work studies a plus.  CCP or CSCP a strong plus5-7  years of experience within a Human Resources function with a focus on compensationFamiliarity with laws and regulations associated with affirmative action, fair labor standards, veterans' preference and salaries as wellAbility to partner with individuals from multiple departmentsDetail-oriented and organizedStrong analytical, verbal and written skills ",0
"Virtual Admin Assistant We are seeking individuals to be connected with companies who are hiring employees directly to work from their homes. You will find both full-time and part-time opportunities in a variety of career fields including but not limited to: data entry, customer support, billing, typing, and administrative.These positions guarantee wages ranging from $12 per hour up to six figure salary. This includes bonuses, benefits, and flexibility over your work schedule.Legitimate work from home jobs are going to require that you have skills relevant to the position you’re applying for. Training is provided based on the position. Home Office SuppliesComputer with internet accessQuiet work area away from distractionsMust be able to work independently and get the job done with little guidance. ",1
"Satellite Data Assimilation Scientist COMPANY OVERVIEWRiverside Technology, inc. (Riverside), recognized internationally for providing innovative engineering, science, and information technology solutions to Federal and state agencies, private companies and international organizations, has an immediate opportunity for a Scientist working on site at NOAA/NESDIS/STAR in College Park, Maryland.THE POSITIONRiverside is seeking to hire a Scientist to work on the improvement of satellite data assimilation systems. This work supports the Joint Center for Satellite Data Assimilation (JCSDA). Within a research-to-operations environment, you will help to implement and improve the assimilation of passive microwave satellite observations with an emphasis on SNPP ATMS.You will work closely with NOAA and other JCSDA partners to develop advanced satellite data assimilation techniques with a focus on increasing the use and effectiveness of passive microwave satellite data and improving the nation’s premier operational numerical weather prediction (NWP) models.KEY RESPONSIBILITIES Work with a team of federal and contractor personnel to implement advanced data assimilation techniques (cloudy/precipitating, surface impacted radiances, quality-control, pre-processing, etc)Identify data assimilation priorities and prepare current data assimilation systems for future sensorsPerform data denial experiments and observing system simulation experiments (OSSE) to assess impacts of current and future components to the global observing system on NWP M.S. or Ph.D. in atmospheric science, oceanography, remote sensing, other physical sciences, physics, astronomy, engineering, or applied mathematicsA minimum of 4 years experience with data assimilationFamiliarity with satellite data assimilation techniquesFamiliarity with radiative transfer conceptsProficiency in computer programming languages in particular FortranExperience with Linux platform, including shell scriptingExperience working passive microwave data is desiredMotivation to learn new concepts and work in a multi-disciplinary environment.LOCATION: College Park, Maryland Riverside is an internationally recognized engineering, science, and information technology company with more than 25 years experience providing innovative information technology solutions for environmental decision support systems, using a variety of different environmental data sources, from satellite sensors and imagery to stream gauges in local rivers.RIVERSIDE QUICK FACTSFounded in 1985Corporate headquarters in Fort Collins, ColoradoCompleted over 1,200 projects in more than 30 countriesNCBR Mercury 100 List for “Fastest Growing Companies Over $2 Million”SBA “Small Business of the Year Award” recipientNCBR 2011 “Environmental Entrepreneur Award” recipientRiverside has successfully implemented more than 1,200 projects in over 30 countries, and maintains a strong worldwide customer base, including U.S. government agencies such as USAID and USTDA, and international donor organizations such as the World Bank, Asian Development Bank, and FAO.Since 1985, Riverside has built relationships and partnerships with a variety of clients including the U.S. Geological Survey (USGS), the National Oceanic and Atmospheric Administration (NOAA), the U.S. Department of Agriculture (USDA), and the Colorado Water Conservation Board (CWCB) — providing products, services, and solutions meeting their long-term needs.",0
"Intermediate Technical Business Analyst We are seeking a technical Business Analyst with experience driving software development projects from conception to completion. Your peers likely consider you to be to an expert in gathering user requirements. You often leave them wondering, “How does s/he know to ask that questions?” Over the last few years you’ve mastered the art of diplomacy and how to keep the peace between groups with conflicting interests. Below are a few more details to help you get a better understanding of what this opportunity entails.Responsibilities-Write use cases; transform functional requirements -&gt; technical requirements-Act as a liaison between the business and IT-Apply project management principles to drive projects to completion-Encourage cooperation between teams-Develop relationships with engineers and stakeholders -Bachelor's Degree preferred-3+ years of experience working with agile teams creating web applications-3+ years of experience in a business analyst or product owner role-Experience performing user acceptance testing-Track record of demonstrated leadership skills-Above average Visio, Excel, and Project skillsInterested in learning more? Apply today and one of our Scouts will be in touch with you shortly.  S2scout, is a Pittsburgh-based talent aquisition firm providing services to small, medium, and large organizations across several industries.S2scout is comprised of seasoned recruiters, A.K.A. “Scouts”, who are dedicated to helping clients AND candidates find the right talent or opportunity without wasting their time.Our dedication to providing clients AND candidates with fresh talent or unique opportunities is in the “S2scout” name. “S2” is the military term for intelligence. “Scout”, by definition, is a person sent out ahead of a main force so as to gather information about the target's position, strength and movementOur recruiters don’t sit and wait for candidates to come to them, our Scouts are in front of the search utilizing tactics that are…well…CLASSIFIED.",0
"Admin Assistant  Job DescriptionAdministrative AssistantDescriptionAn insurance consulting practice is currently seeking a skilled Administrative Assistant to join its team.The Administrative Assistant will provide administrative and clerical support to the Insurance Compliance Department. Success in this role will depend upon the ability to manage multiple tasks, meet deadlines, and provide outstanding administrative and customer service support.Job Responsibilities include:Heavy data entryScanning and imaging of documentsOther duties as assigned by Department ManagerQualifications:Business communication skills, both written and verbal.Advanced level PC skills using Microsoft Office (Word, Excel, Access, PowerPoint and Outlook).Superior customer service skills.Must be willing to work holidays and weekends as needed.Individual must be self motivated with excellent time management, attendance, organizational and multi-tasking abilities.  ",1
